DATAFLOW,FREQ,REF_AREA,MEASURE,ACTIVITY,SIZE_CLASS,UNIT_MEASURE,TIME_PERIOD,OBS_VALUE,OBS_STATUS,UNIT_MULT,DECIMALS
OECD.SDD.TPS:DSD_SDBSBSC_ISIC4@DF_SDBS_ISIC4(1.0),A,KOR,VAPE,H492,S1T249,XDC,2011,25.2683811187744,A,6,1
OECD.SDD.TPS:DSD_SDBSBSC_ISIC4@DF_SDBS_ISIC4(1.0),A,KOR,VAPE,H4921,S1T249,XDC,2011,37.2993927001953,A,6,1
OECD.SDD.TPS:DSD_SDBSBSC_ISIC4@DF_SDBS_ISIC4(1.0),A,KOR,VAPE,H4923,S1T249,XDC,2011,30.4480285644531,A,6,1
OECD.SDD.TPS:DSD_SDBSBSC_ISIC4@DF_SDBS_ISIC4(1.0),A,KOR,VAPE,H492,_T,XDC,2011,28.6588439941406,A,6,1
OECD.SDD.TPS:DSD_SDBSBSC_ISIC4@DF_SDBS_ISIC4(1.0),A,KOR,VAPE,H4922,_T,XDC,2011,18.0536460876465,A,6,1
OECD.SDD.TPS:DSD_SDBSBSC_ISIC4@DF_SDBS_ISIC4(1.0),A,KOR,VAPE,H4923,_T,XDC,2011,32.6826515197754,A,6,1
OECD.SDD.TPS:DSD_SDBSBSC_ISIC4@DF_SDBS_ISIC4(1.0),A,KOR,VALU,H4923,S1T249,XDC,2011,9791629,A,6,1
OECD.SDD.TPS:DSD_SDBSBSC_ISIC4@DF_SDBS_ISIC4(1.0),A,KOR,VALU,H4921,S1T249,XDC,2011,2061239,A,6,1
OECD.SDD.TPS:DSD_SDBSBSC_ISIC4@DF_SDBS_ISIC4(1.0),A,KOR,VALU,H4922,S1T249,XDC,2011,5973798,A,6,1
OECD.SDD.TPS:DSD_SDBSBSC_ISIC4@DF_SDBS_ISIC4(1.0),A,KOR,VALU,H4923,S_GE20,XDC,2011,8156673,A,6,1
OECD.SDD.TPS:DSD_SDBSBSC_ISIC4@DF_SDBS_ISIC4(1.0),A,KOR,VALU,H4922,S10T19,XDC,2011,212343,A,6,1
OECD.SDD.TPS:DSD_SDBSBSC_ISIC4@DF_SDBS_ISIC4(1.0),A,KOR,VALU,H4921,S10T19,XDC,2011,35970,A,6,1
OECD.SDD.TPS:DSD_SDBSBSC_ISIC4@DF_SDBS_ISIC4(1.0),A,KOR,VALU,H492,S20T49,XDC,2011,3045869,A,6,1
OECD.SDD.TPS:DSD_SDBSBSC_ISIC4@DF_SDBS_ISIC4(1.0),A,KOR,VALU,H4921,S50T249,XDC,2011,1851705,A,6,1
OECD.SDD.TPS:DSD_SDBSBSC_ISIC4@DF_SDBS_ISIC4(1.0),A,KOR,VALU,H4922,S_GE10,XDC,2011,2847808,A,6,1
OECD.SDD.TPS:DSD_SDBSBSC_ISIC4@DF_SDBS_ISIC4(1.0),A,KOR,VALU,H492,S_GE10,XDC,2011,17427844,A,6,1
OECD.SDD.TPS:DSD_SDBSBSC_ISIC4@DF_SDBS_ISIC4(1.0),A,KOR,VALU,H4923,S10T49,XDC,2011,2612800,A,6,1
OECD.SDD.TPS:DSD_SDBSBSC_ISIC4@DF_SDBS_ISIC4(1.0),A,KOR,VALU,H4921,S10T49,XDC,2011,205458,A,6,1
OECD.SDD.TPS:DSD_SDBSBSC_ISIC4@DF_SDBS_ISIC4(1.0),A,KOR,VALU,H492,S1T9,XDC,2011,6689118,A,6,1
OECD.SDD.TPS:DSD_SDBSBSC_ISIC4@DF_SDBS_ISIC4(1.0),A,KOR,VALU,H4921,S1T9,XDC,2011,4076,A,6,1
OECD.SDD.TPS:DSD_SDBSBSC_ISIC4@DF_SDBS_ISIC4(1.0),A,KOR,VALU,H4922,S_GE250,XDC,2011,172566,A,6,1
OECD.SDD.TPS:DSD_SDBSBSC_ISIC4@DF_SDBS_ISIC4(1.0),A,KOR,VALU,H4923,S_GE250,XDC,2011,2325300,A,6,1
OECD.SDD.TPS:DSD_SDBSBSC_ISIC4@DF_SDBS_ISIC4(1.0),A,KOR,VALU,H492,S_GE250,XDC,2011,6290296,A,6,1
OECD.SDD.TPS:DSD_SDBSBSC_ISIC4@DF_SDBS_ISIC4(1.0),A,KOR,VALU,H4921,S_GE250,XDC,2011,3792431,A,6,1
OECD.SDD.TPS:DSD_SDBSBSC_ISIC4@DF_SDBS_ISIC4(1.0),A,KOR,VALU,H4922,_T,XDC,2011,6146364,A,6,1
OECD.SDD.TPS:DSD_SDBSBSC_ISIC4@DF_SDBS_ISIC4(1.0),A,KOR,PROD,H492,_T,XDC,2011,43744232,A,6,1
OECD.SDD.TPS:DSD_SDBSBSC_ISIC4@DF_SDBS_ISIC4(1.0),A,KOR,PROD,H4923,_T,XDC,2011,23845148,A,6,1
OECD.SDD.TPS:DSD_SDBSBSC_ISIC4@DF_SDBS_ISIC4(1.0),A,KOR,PROD,H492,S1T249,XDC,2011,29548638,A,6,1
OECD.SDD.TPS:DSD_SDBSBSC_ISIC4@DF_SDBS_ISIC4(1.0),A,KOR,PROD,H4922,S1T249,XDC,2011,8128150,A,6,1
OECD.SDD.TPS:DSD_SDBSBSC_ISIC4@DF_SDBS_ISIC4(1.0),A,KOR,PROD,H4923,S1T249,XDC,2011,17261388,A,6,1
OECD.SDD.TPS:DSD_SDBSBSC_ISIC4@DF_SDBS_ISIC4(1.0),A,KOR,PROD,H4921,S1T249,XDC,2011,4159100,A,6,1
OECD.SDD.TPS:DSD_SDBSBSC_ISIC4@DF_SDBS_ISIC4(1.0),A,KOR,PROD,H4921,S20T49,XDC,2011,389985,A,6,1
OECD.SDD.TPS:DSD_SDBSBSC_ISIC4@DF_SDBS_ISIC4(1.0),A,KOR,PROD,H4923,S20T49,XDC,2011,4265450,A,6,1
OECD.SDD.TPS:DSD_SDBSBSC_ISIC4@DF_SDBS_ISIC4(1.0),A,KOR,PROD,H4921,S50T249,XDC,2011,3576759,A,6,1
OECD.SDD.TPS:DSD_SDBSBSC_ISIC4@DF_SDBS_ISIC4(1.0),A,KOR,PROD,H4923,S10T19,XDC,2011,1336329,A,6,1
OECD.SDD.TPS:DSD_SDBSBSC_ISIC4@DF_SDBS_ISIC4(1.0),A,KOR,PROD,H4922,S10T19,XDC,2011,397781,A,6,1
OECD.SDD.TPS:DSD_SDBSBSC_ISIC4@DF_SDBS_ISIC4(1.0),A,KOR,PROD,H492,S10T19,XDC,2011,1908789,A,6,1
OECD.SDD.TPS:DSD_SDBSBSC_ISIC4@DF_SDBS_ISIC4(1.0),A,KOR,PROD,H4922,S10T49,XDC,2011,1949241,A,6,1
OECD.SDD.TPS:DSD_SDBSBSC_ISIC4@DF_SDBS_ISIC4(1.0),A,KOR,PROD,H4921,S_GE10,XDC,2011,11418253,A,6,1
OECD.SDD.TPS:DSD_SDBSBSC_ISIC4@DF_SDBS_ISIC4(1.0),A,KOR,PROD,H4923,S_GE10,XDC,2011,20099400,A,6,1
OECD.SDD.TPS:DSD_SDBSBSC_ISIC4@DF_SDBS_ISIC4(1.0),A,KOR,PROD,H4922,S_GE10,XDC,2011,5675483,A,6,1
OECD.SDD.TPS:DSD_SDBSBSC_ISIC4@DF_SDBS_ISIC4(1.0),A,KOR,PROD,H492,S_GE10,XDC,2011,37193136,A,6,1
OECD.SDD.TPS:DSD_SDBSBSC_ISIC4@DF_SDBS_ISIC4(1.0),A,KOR,PROD,H4921,S1T9,XDC,2011,17676,A,6,1
OECD.SDD.TPS:DSD_SDBSBSC_ISIC4@DF_SDBS_ISIC4(1.0),A,KOR,PROD,H492,S1T9,XDC,2011,6551095,A,6,1
OECD.SDD.TPS:DSD_SDBSBSC_ISIC4@DF_SDBS_ISIC4(1.0),A,KOR,PROD,H4922,S1T9,XDC,2011,2787673,A,6,1
OECD.SDD.TPS:DSD_SDBSBSC_ISIC4@DF_SDBS_ISIC4(1.0),A,KOR,PROD,H4923,S_GE250,XDC,2011,6583759,A,6,1
OECD.SDD.TPS:DSD_SDBSBSC_ISIC4@DF_SDBS_ISIC4(1.0),A,KOR,PROD,H492,S_GE250,XDC,2011,14195594,A,6,1
OECD.SDD.TPS:DSD_SDBSBSC_ISIC4@DF_SDBS_ISIC4(1.0),A,KOR,PROD,H4921,S_GE250,XDC,2011,7276829,A,6,1
OECD.SDD.TPS:DSD_SDBSBSC_ISIC4@DF_SDBS_ISIC4(1.0),A,KOR,PROD,H4922,S_GE250,XDC,2011,335006,A,6,1
OECD.SDD.TPS:DSD_SDBSBSC_ISIC4@DF_SDBS_ISIC4(1.0),A,KOR,PROD,H492,S_GE20,XDC,2011,35284348,A,6,1
OECD.SDD.TPS:DSD_SDBSBSC_ISIC4@DF_SDBS_ISIC4(1.0),A,KOR,WASE,H492,_T,XDC,2011,12959107,A,6,1
OECD.SDD.TPS:DSD_SDBSBSC_ISIC4@DF_SDBS_ISIC4(1.0),A,KOR,WASE,H4922,_T,XDC,2011,2087044,A,6,1
OECD.SDD.TPS:DSD_SDBSBSC_ISIC4@DF_SDBS_ISIC4(1.0),A,KOR,WASE,H4923,_T,XDC,2011,6154188,A,6,1
OECD.SDD.TPS:DSD_SDBSBSC_ISIC4@DF_SDBS_ISIC4(1.0),A,KOR,WASE,H4921,S_GE20,XDC,2011,4681554,A,6,1
OECD.SDD.TPS:DSD_SDBSBSC_ISIC4@DF_SDBS_ISIC4(1.0),A,KOR,WASE,H4922,S_GE20,XDC,2011,1945174,A,6,1
OECD.SDD.TPS:DSD_SDBSBSC_ISIC4@DF_SDBS_ISIC4(1.0),A,KOR,WASE,H4923,S20T49,XDC,2011,1339894,A,6,1
OECD.SDD.TPS:DSD_SDBSBSC_ISIC4@DF_SDBS_ISIC4(1.0),A,KOR,WASE,H4923,S10T19,XDC,2011,390470,A,6,1
OECD.SDD.TPS:DSD_SDBSBSC_ISIC4@DF_SDBS_ISIC4(1.0),A,KOR,WASE,H4921,S1T249,XDC,2011,1684433,A,6,1
OECD.SDD.TPS:DSD_SDBSBSC_ISIC4@DF_SDBS_ISIC4(1.0),A,KOR,WASE,H492,S50T249,XDC,2011,5598790,A,6,1
OECD.SDD.TPS:DSD_SDBSBSC_ISIC4@DF_SDBS_ISIC4(1.0),A,KOR,WASE,H4921,S50T249,XDC,2011,1500784,A,6,1
OECD.SDD.TPS:DSD_SDBSBSC_ISIC4@DF_SDBS_ISIC4(1.0),A,KOR,WASE,H4923,S10T49,XDC,2011,1730364,A,6,1
OECD.SDD.TPS:DSD_SDBSBSC_ISIC4@DF_SDBS_ISIC4(1.0),A,KOR,WASE,H4923,S1T19,XDC,2011,579334,A,6,1
OECD.SDD.TPS:DSD_SDBSBSC_ISIC4@DF_SDBS_ISIC4(1.0),A,KOR,WASE,H4921,S_GE10,XDC,2011,4712517,A,6,1
OECD.SDD.TPS:DSD_SDBSBSC_ISIC4@DF_SDBS_ISIC4(1.0),A,KOR,WASE,H4922,S_GE250,XDC,2011,154046,A,6,1
OECD.SDD.TPS:DSD_SDBSBSC_ISIC4@DF_SDBS_ISIC4(1.0),A,KOR,WASE,H492,S_GE250,XDC,2011,4654667,A,6,1
OECD.SDD.TPS:DSD_SDBSBSC_ISIC4@DF_SDBS_ISIC4(1.0),A,KOR,TUTT,H4921,S_GE20,XDC,2011,9858161,A,6,1
OECD.SDD.TPS:DSD_SDBSBSC_ISIC4@DF_SDBS_ISIC4(1.0),A,KOR,TUTT,H492,S_GE20,XDC,2011,34299288,A,6,1
OECD.SDD.TPS:DSD_SDBSBSC_ISIC4@DF_SDBS_ISIC4(1.0),A,KOR,TUTT,H4922,S20T49,XDC,2011,1571957,A,6,1
OECD.SDD.TPS:DSD_SDBSBSC_ISIC4@DF_SDBS_ISIC4(1.0),A,KOR,TUTT,H4921,S20T49,XDC,2011,349984,A,6,1
OECD.SDD.TPS:DSD_SDBSBSC_ISIC4@DF_SDBS_ISIC4(1.0),A,KOR,TUTT,H4923,S20T49,XDC,2011,4498082,A,6,1
OECD.SDD.TPS:DSD_SDBSBSC_ISIC4@DF_SDBS_ISIC4(1.0),A,KOR,TUTT,H4922,S50T249,XDC,2011,3120022,A,6,1
OECD.SDD.TPS:DSD_SDBSBSC_ISIC4@DF_SDBS_ISIC4(1.0),A,KOR,TUTT,H4921,S50T249,XDC,2011,3307550,A,6,1
OECD.SDD.TPS:DSD_SDBSBSC_ISIC4@DF_SDBS_ISIC4(1.0),A,KOR,TUTT,H4923,S1T249,XDC,2011,20509850,A,6,1
OECD.SDD.TPS:DSD_SDBSBSC_ISIC4@DF_SDBS_ISIC4(1.0),A,KOR,TUTT,H4922,S1T249,XDC,2011,10769785,A,6,1
OECD.SDD.TPS:DSD_SDBSBSC_ISIC4@DF_SDBS_ISIC4(1.0),A,KOR,TUTT,H4923,S10T19,XDC,2011,1393331,A,6,1
OECD.SDD.TPS:DSD_SDBSBSC_ISIC4@DF_SDBS_ISIC4(1.0),A,KOR,TUTT,H4921,S10T19,XDC,2011,165148,A,6,1
OECD.SDD.TPS:DSD_SDBSBSC_ISIC4@DF_SDBS_ISIC4(1.0),A,KOR,TUTT,H4923,S1T9,XDC,2011,6453230,A,6,1
OECD.SDD.TPS:DSD_SDBSBSC_ISIC4@DF_SDBS_ISIC4(1.0),A,KOR,TUTT,H4923,S_GE10,XDC,2011,20839722,A,6,1
OECD.SDD.TPS:DSD_SDBSBSC_ISIC4@DF_SDBS_ISIC4(1.0),A,KOR,TUTT,H492,S_GE250,XDC,2011,13286487,A,6,1
OECD.SDD.TPS:DSD_SDBSBSC_ISIC4@DF_SDBS_ISIC4(1.0),A,KOR,TUTT,H4922,S_GE250,XDC,2011,302759,A,6,1
OECD.SDD.TPS:DSD_SDBSBSC_ISIC4@DF_SDBS_ISIC4(1.0),A,KOR,TUTT,H4923,S_GE250,XDC,2011,6783102,A,6,1
OECD.SDD.TPS:DSD_SDBSBSC_ISIC4@DF_SDBS_ISIC4(1.0),A,KOR,TUTT,H492,S1T19,XDC,2011,14103157,A,6,1
OECD.SDD.TPS:DSD_SDBSBSC_ISIC4@DF_SDBS_ISIC4(1.0),A,KOR,WASE,H4922,S1T19,XDC,2011,141870,A,6,1
