region,activity,s_ele,u_need,net,residual
WL,Incineration of waste: Oil/Hazardous waste,0.058964358472173,1.5387126928224688,0.058964358472173,0.0
WL,Incineration of waste: Paper,0.2825902375881481,13.984079090343746,0.2825902375881481,0.0
WL,Incineration of waste: Plastic,0.5227678302282067,65.25327262944319,0.5227678302282067,0.0
WL,Incineration of waste: Textiles,0.0819079733965368,8.668044717196466,0.0819079733965368,0.0
WL,Incineration of waste: Wood,0.1169799940720037,12.712409091583604,0.1169799940720037,0.0
WL,Other Fossil,205850.21749835857,9544.499486797373,9544.499486797373,196305.7180115612
WL,Other Renewables,13662.925923091534,618.9743364154974,618.9743364154974,13043.951586676038
WL,Solar,86462.43754936491,3963.957226235153,3963.957226235153,82498.48032312976
WL,Wind,105358.384216873,4830.066899280581,4830.066899280581,100528.31731759242
WL,Nuclear,25005.19254518341,1146.3883636270425,1146.3883636270425,23858.804181556367
WM,Bioenergy,2611.5070695722015,0.0,0.0,2611.5070695722015
WM,"Biogasification of food waste, incl. land application",10.350359582479896,0.1871543992013852,0.1871543992013852,10.163205183278512
WM,"Biogasification of paper, incl. land application",1.5181761850279905,0.027103561142729,0.027103561142729,1.4910726238852614
WM,"Biogasification of sewage slugde, incl. land application",69.87700460949993,1.0107945509410476,1.0107945509410476,68.86621005855889
WM,Coal,28029.617675761303,0.0,0.0,28029.617675761303
WM,Gas,2595834.312260286,101308.88585888928,101308.88585888928,2494525.4264013967
WM,Hydro,73219.12251521357,2857.59245940528,2857.59245940528,70361.5300558083
WM,Incineration of waste: Food,0.3213186155262862,1830.206531515504,0.3213186155262862,0.0
WM,Incineration of waste: Oil/Hazardous waste,0.282994852659959,32.07129432779786,0.282994852659959,0.0
WM,Incineration of waste: Paper,0.4127738252842455,48.02422420761211,0.4127738252842455,0.0
WM,Incineration of waste: Plastic,0.2966970028511588,453.76517259684135,0.2966970028511588,0.0
WM,Incineration of waste: Textiles,0.0907725505256299,122.67498185131087,0.0907725505256299,0.0
WM,Incineration of waste: Wood,0.1607496245860536,18.7812542491074,0.1607496245860536,0.0
WM,Other Fossil,620557.8917583838,0.0,0.0,620557.8917583838
WM,Solar,86504.66662812805,3357.833327155506,3357.833327155506,83146.83330097255
WM,Wind,22067.59688839189,864.2340661527343,864.2340661527343,21203.362822239156
WM,Nuclear,83317.16221586465,3082.957591674365,3082.957591674365,80234.20462419029
ZA,Bioenergy,1355.7960524596476,0.0,0.0,1355.7960524596476
ZA,Coal,675314.3839164334,0.0,0.0,675314.3839164334
ZA,Hydro,7622.262284521122,381.1149441197941,381.1149441197941,7241.147340401328
ZA,Other Fossil,20559.44133758609,1027.9720668793043,1027.9720668793043,19531.469270706784
ZA,Solar,24192.888829333267,1209.6446132893398,1209.6446132893398,22983.244216043928
ZA,Wind,35271.46833975093,0.0,0.0,35271.46833975093
ZA,Nuclear,29490.86658406952,0.0,0.0,29490.86658406952
